Border,Date,Measure,Value,Average
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,542974754,260827720
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,535191303,258239215
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,200644034,94866744
US-Canada Border,07/01/2000 12:00:00 AM,Pedestrians,196556031,93896310
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,46387876,22081752
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,46030451,21858760
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,32922978,15408761
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,32615563,15248081
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,25240225,10264620
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,25048340,10127229
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,10341718,4563253
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Empty,10184561,4510240
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,4421616,1724446
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Full,4395790,1699702
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,2159340,883792
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Empty,2134361,872090
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,1852187,848720
US-Canada Border,07/01/2000 12:00:00 AM,Buses,1828304,839514
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,1171045,569875
US-Canada Border,07/01/2000 12:00:00 AM,Train Passengers,1169506,564360
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,183107,93048
US-Canada Border,07/01/2000 12:00:00 AM,Trains,182505,92222
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,1385287454,670105117
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,1367336611,663421170
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,531031945,255674844
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,523254017,253101413
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,196476139,92945757
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,192681421,91978183
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,45501616,21634948
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,45102006,21411895
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,32039757,15087271
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,31317221,14928836
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,24626793,9989070
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,24414542,9852269
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,10103718,4457700
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,9938386,4404933
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,4300120,1674738
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,4276159,1650202
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,2100791,860402
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,2075890,848809
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,1806549,830358
US-Canada Border,06/01/2000 12:00:00 AM,Buses,1783227,821235
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,1132813,558757
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,1130377,553392
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,179737,91386
US-Canada Border,06/01/2000 12:00:00 AM,Trains,178960,90560
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,1358958404,656780459
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,1338069554,650093050
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,519983797,250552804
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,512047397,247986794
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,192606992,91028153
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,188890177,90060735
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,44488666,21188403
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,44086990,20966496
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,30768952,14774229
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,30537419,14621898
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,23920261,9714889
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,23701274,9579600
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,9846735,4352731
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,9674530,4300407
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,4176837,1625429
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,4154277,1601129
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,2043174,837233
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,2013781,825748
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,1762913,812160
US-Canada Border,05/01/2000 12:00:00 AM,Buses,1741190,803105
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1101926,547949
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,1100094,542673
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,176203,89726
US-Canada Border,05/01/2000 12:00:00 AM,Trains,175613,88903
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,1330016200,643477891
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,1309620667,636812470
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,508960763,245447750
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,501288587,242889371
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,188831526,89110452
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,185173446,88142286
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,43451737,20744184
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,43092498,20523722
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,30084166,14468864
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,29820622,14317259
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,23209412,9443815
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,23011722,9310168
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,9594844,4248733
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,9450537,4196829
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,4049688,1576580
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,4026690,1552569
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,1981297,814325
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,1953785,802995
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,1723884,794085
US-Canada Border,04/01/2000 12:00:00 AM,Buses,1700806,785058
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,1080964,537313
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,1079220,532035
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,172771,88069
US-Canada Border,04/01/2000 12:00:00 AM,Trains,172187,87247
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,1302263862,630216312
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,1281716203,623562375
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,498421803,240356046
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,490630936,237800939
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,185144083,87191000
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,180945762,86221168
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,42517501,20302460
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,42103089,20082509
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,29483925,14165266
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,29245093,14013596
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,22555285,9175839
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,22339325,9043369
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,9370529,4145322
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,9209947,4093587
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,3921563,1528313
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,3897557,1504618
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,1923165,791713
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,1895883,780510
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,1686541,776080
US-Canada Border,03/01/2000 12:00:00 AM,Buses,1664781,767065
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1060273,526670
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,1059051,521387
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,169428,86414
US-Canada Border,03/01/2000 12:00:00 AM,Trains,168848,85592
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,1274715967,616980837
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,1255619954,610337048
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,487771878,235272639
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,480550496,232722142
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,180919211,85273922
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,177049299,84307808
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,41466339,19862303
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,41089043,19644080
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,28962270,13861281
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,28753258,13708745
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,21846203,8910410
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,21638630,8779745
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,9127636,4042424
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,8971595,3991058
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,3788386,1480688
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,3767106,1457378
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,1861032,769356
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,1834945,758329
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,1652737,758088
US-Canada Border,02/01/2000 12:00:00 AM,Buses,1632269,749051
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1041668,516010
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,1040577,510701
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,165875,84760
US-Canada Border,02/01/2000 12:00:00 AM,Trains,165358,83940
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,1250177167,603752529
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,1230104969,597088357
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,478072442,230193281
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,470518776,227637826
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,177023162,83361466
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,173060529,82395882
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,40515500,19425254
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,40158074,19207829
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,28484990,13555230
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,28279695,13401315
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,21231477,8648532
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,21042293,8518811
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,8903629,3940236
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,8750196,3889067
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,3671488,1433809
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,3652747,1410741
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,1806909,747344
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,1779204,736420
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,1620705,740039
US-Canada Border,01/01/2000 12:00:00 AM,Buses,1599591,730960
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1025240,505294
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,1024203,499933
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,162640,83109
US-Canada Border,01/01/2000 12:00:00 AM,Trains,162145,82290
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,1224782562,590494434
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,1203362101,583817717
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,468104528,225107816
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,460210634,222549956
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,173039624,81451458
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,168662916,80487372
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,39595464,18989597
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,39242487,18772693
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,28044771,13246332
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,27828433,13090559
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,20697092,8388358
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,20509635,8258792
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,8693393,3838430
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,8534575,3787325
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,3548388,1387386
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,3530425,1364639
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,1748070,725558
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,1720168,714795
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,1589057,721912
US-Canada Border,12/01/1999 12:00:00 AM,Buses,1565580,712784
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1009456,494472
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,1008445,489051
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,159572,81458
US-Canada Border,12/01/1999 12:00:00 AM,Trains,159082,80635
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,1197335936,577226819
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,1177663618,570558979
